,checkpoint_link,checkpoint_file,config_file
0,https://download.openmmlab.com/mmsegmentation/v0.5/dmnet/dmnet_r50-d8_512x512_80k_ade20k/dmnet_r50-d8_512x512_80k_ade20k_20201214_115705-a8626293.pth,dmnet_r50-d8_512x512_80k_ade20k_20201214_115705-a8626293.pth,configs/dmnet/dmnet_r50-d8_512x512_80k_ade20k.py
1,https://download.openmmlab.com/mmsegmentation/v0.5/dmnet/dmnet_r101-d8_512x512_80k_ade20k/dmnet_r101-d8_512x512_80k_ade20k_20201214_115704-c656c3fb.pth,dmnet_r101-d8_512x512_80k_ade20k_20201214_115704-c656c3fb.pth,configs/dmnet/dmnet_r101-d8_512x512_80k_ade20k.py
2,https://download.openmmlab.com/mmsegmentation/v0.5/dmnet/dmnet_r50-d8_512x512_160k_ade20k/dmnet_r50-d8_512x512_160k_ade20k_20201214_115706-25fb92c2.pth,dmnet_r50-d8_512x512_160k_ade20k_20201214_115706-25fb92c2.pth,configs/dmnet/dmnet_r50-d8_512x512_160k_ade20k.py
3,https://download.openmmlab.com/mmsegmentation/v0.5/dmnet/dmnet_r101-d8_512x512_160k_ade20k/dmnet_r101-d8_512x512_160k_ade20k_20201214_115705-73f9a8d7.pth,dmnet_r101-d8_512x512_160k_ade20k_20201214_115705-73f9a8d7.pth,configs/dmnet/dmnet_r101-d8_512x512_160k_ade20k.py
